Participante,Centro,Curso,Temario,Al menos 7h 30',Último tema terminado,Al menos ha visto un 75%,Actividad (#eventos),Numero de videos reproducidos,Numero de respuestas,Tiempo mirando videos,Tiempo siguiendo curso,Hora comienzo curso,Hora ultima actividad
4,C069 - Aula Los Santos de la Humosa CEPA Torres de la Alameda,RETO069,RETOMadrID - Curso de uso básico de ordenador,true,false,true,546,58,68,06:26:29,11:11:02,2024-10-01 16:49:54.139000+02:00 CEST Europe/Madrid,2024-11-07 16:19:22.034000+01:00 CET Europe/Madrid
19,C044 - Edificio Escuelas Centro Actividades de Belvis del Jarama,RETO044,RETOMadrID - Curso de uso básico de ordenador,true,false,true,513,61,39,04:04:42,08:35:06,2025-02-12 11:47:24.398000+01:00 CET Europe/Madrid,2025-02-17 13:32:03.617000+01:00 CET Europe/Madrid
12,C066 - Ayuntamiento de Villamanrique de Tajo,RETO066,RETOMadrID - Curso de uso básico de ordenador,true,true,true,1826,68,71,12:54:44,21:47:07,2025-01-31 10:11:51.299000+01:00 CET Europe/Madrid,2025-03-21 13:45:28.476000+01:00 CET Europe/Madrid
4,"C057 - Centro de Mayores ""Virgen de la Nueva"" de San Martín de Valdeiglesias",RETO057,RETOMadrID - Curso de uso básico de ordenador,false,false,false,62,2,18,00:10:01,00:31:07,2024-10-02 10:50:06.411000+02:00 CEST Europe/Madrid,2024-10-10 10:54:31.742000+02:00 CEST Europe/Madrid
3,C080 - Biblioteca Pública Municipal de Tielmes,RETO080,RETOMadrID - Curso de uso básico de ordenador,true,false,true,516,66,67,04:44:05,08:18:38,2024-11-12 12:01:25.327000+01:00 CET Europe/Madrid,2025-01-28 13:08:42.688000+01:00 CET Europe/Madrid
28,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,false,false,true,397,55,40,03:52:15,05:43:46,2025-03-24 12:03:06.720000+01:00 CET Europe/Madrid,2025-03-27 13:18:34.769000+01:00 CET Europe/Madrid
4,C058 - CEPA San Martín de la Vega,RETO058,RETOMadrID - Curso de uso básico de ordenador,true,false,false,620,47,62,04:44:28,08:45:14,2024-10-07 13:10:32.317000+02:00 CEST Europe/Madrid,2024-12-16 15:20:42.868000+01:00 CET Europe/Madrid
6,C019 - Biblioteca Municipal. Colmenar del Arroyo,RETO019,RETOMadrID - Curso de uso básico de ordenador,true,false,false,642,37,29,14:18:17,21:20:02,2024-10-07 17:58:53.976000+02:00 CEST Europe/Madrid,2025-03-26 13:33:15.469000+01:00 CET Europe/Madrid
4,C080 - Biblioteca Pública Municipal de Tielmes,RETO080,RETOMadrID - Curso de uso básico de ordenador,true,false,true,733,62,71,05:17:27,11:49:21,2024-11-21 17:22:20.279000+01:00 CET Europe/Madrid,2024-12-23 18:36:16.267000+01:00 CET Europe/Madrid
8,C076 - Biblioteca Santa Ana en Villaconejos,RETO076,RETOMadrID - Curso de uso básico de ordenador,true,true,true,1023,52,44,04:22:30,11:04:06,2022-05-26 01:57:52.331000+02:00 CEST Europe/Madrid,2025-03-04 18:18:52.752000+01:00 CET Europe/Madrid
prueba1,C002 - Centro Cultural Pedro de Lorenzo en Soto del Real,RETO002,RETOMadrID - Curso de uso básico de ordenador,false,false,false,70,0,5,00:07:58,01:08:30,2024-11-06 11:14:33.548000+01:00 CET Europe/Madrid,2024-11-11 14:56:22.750000+01:00 CET Europe/Madrid
1,C046 - CEPA Torres de la Alameda,RETO046,RETOMadrID - Curso de uso básico de ordenador,false,false,false,77,4,18,00:17:10,00:29:42,2024-12-17 14:30:28.591000+01:00 CET Europe/Madrid,2024-12-17 15:00:10.788000+01:00 CET Europe/Madrid
37,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,false,false,false,286,44,31,03:43:27,05:21:29,2025-02-24 11:06:03.822000+01:00 CET Europe/Madrid,2025-03-10 12:48:13.491000+01:00 CET Europe/Madrid
13,C107 - Ayuntamiento de Daganzo de Arriba,RETO107,RETOMadrID - Curso de uso básico de ordenador,false,false,true,373,56,40,03:40:33,05:29:03,2025-03-10 17:05:44.129000+01:00 CET Europe/Madrid,2025-03-24 18:43:44.613000+01:00 CET Europe/Madrid
7,C086 - Biblioteca Municipal de El Escorial,RETO086,RETOMadrID - Curso de uso básico de ordenador,false,false,false,70,1,9,00:32:38,01:08:42,2025-03-03 11:17:43.578000+01:00 CET Europe/Madrid,2025-03-10 11:52:27.687000+01:00 CET Europe/Madrid
1,C012 - Biblioteca Municipal Miguel Hernández. San Martín de Valdeiglesias,RETO012,RETOMadrID - Curso de uso básico de ordenador,false,false,false,195,23,25,01:42:32,02:22:48,2024-07-09 11:53:58.934000+02:00 CEST Europe/Madrid,2024-07-17 12:27:10.064000+02:00 CEST Europe/Madrid
prueba1,C083 - Biblioteca Municipal de Valdilecha,RETO083,RETOMadrID - Curso de uso básico de ordenador,false,false,false,16,0,1,00:00:42,00:16:50,2024-11-18 14:00:55.086000+01:00 CET Europe/Madrid,2024-11-19 18:38:34.047000+01:00 CET Europe/Madrid
3,C014 - Centro de Mayores. La Cabrera,RETO014,RETOMadrID - Curso de uso básico de ordenador,false,false,false,198,5,19,00:51:47,01:54:20,2024-11-12 10:53:37.280000+01:00 CET Europe/Madrid,2024-11-12 13:12:10.067000+01:00 CET Europe/Madrid
5,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,true,true,true,666,68,71,04:29:08,07:43:26,2025-03-04 11:06:46.979000+01:00 CET Europe/Madrid,2025-03-14 12:02:45.711000+01:00 CET Europe/Madrid
7,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,false,false,false,370,42,31,04:47:48,07:14:26,2025-01-20 10:25:27.838000+01:00 CET Europe/Madrid,2025-03-10 11:02:47.188000+01:00 CET Europe/Madrid
20,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,true,true,true,908,68,71,08:28:24,15:20:39,2024-12-26 13:01:02.500000+01:00 CET Europe/Madrid,2025-02-27 11:59:35.383000+01:00 CET Europe/Madrid
1,C030 - Centro Acogida Solicitantes de Asilo del Escorial,RETO030,RETOMadrID - Curso de uso básico de ordenador,false,false,false,134,15,10,01:03:02,01:52:17,2025-01-15 13:46:59.633000+01:00 CET Europe/Madrid,2025-03-20 17:33:49.339000+01:00 CET Europe/Madrid
prueba1,C056 - Centro Cultural la Posada,RETO056,RETOMadrID - Curso de uso básico de ordenador,false,false,false,21,0,0,00:02:58,00:41:25,2024-09-23 12:49:12.112000+02:00 CEST Europe/Madrid,2024-09-26 18:10:32.925000+02:00 CEST Europe/Madrid
prueba1,C024 - Centro de Mayores de Prádena del Rincón,RETO024,RETOMadrID - Curso de uso básico de ordenador,false,false,false,10,1,1,00:03:40,00:24:16,2024-11-13 17:32:16.194000+01:00 CET Europe/Madrid,2024-11-13 17:56:32.018000+01:00 CET Europe/Madrid
13,C028 - Centro de Formación Juvenil (FOJU) de Titulcia,RETO028,RETOMadrID - Curso de uso básico de ordenador,true,false,true,645,66,71,09:06:35,12:05:44,2024-12-09 11:08:18.190000+01:00 CET Europe/Madrid,2025-01-27 11:08:05.948000+01:00 CET Europe/Madrid
4,C050 - Biblioteca Municipal Pedro Antonio Alarcón de San Lorenzo de El Escorial,RETO050,RETOMadrID - Curso de uso básico de ordenador,true,false,true,1005,66,47,11:21:39,18:29:50,2024-10-29 12:05:07.357000+01:00 CET Europe/Madrid,2024-11-21 14:00:44.572000+01:00 CET Europe/Madrid
7,C034 - Biblioteca Municipal Luis Parra La Casona de Villanueva del Pardillo,RETO034,RETOMadrID - Curso de uso básico de ordenador,false,false,false,155,15,27,01:06:22,02:07:37,2022-05-27 15:38:26.479000+02:00 CEST Europe/Madrid,2024-10-23 12:30:17.951000+02:00 CEST Europe/Madrid
14,C047 - Biblioteca Municipal de Alpedrete,RETO047,RETOMadrID - Curso de uso básico de ordenador,true,false,true,592,62,71,06:07:43,08:30:25,2025-01-20 09:15:33.645000+01:00 CET Europe/Madrid,2025-02-27 10:41:21.763000+01:00 CET Europe/Madrid
9,C001-Centro Cultural de Gascones,RETO001,RETOMadrID - Curso de uso básico de ordenador,false,false,false,333,21,25,02:14:34,07:10:34,2024-11-22 13:13:58.721000+01:00 CET Europe/Madrid,2025-02-24 14:47:33.175000+01:00 CET Europe/Madrid
2,C025 - Ayuntamiento de Alameda del Valle,RETO025,RETOMadrID - Curso de uso básico de ordenador,false,false,false,79,2,18,00:23:42,00:39:19,2024-10-24 12:10:48.885000+02:00 CEST Europe/Madrid,2024-10-24 12:50:07.673000+02:00 CEST Europe/Madrid
2,"C110 - Biblioteca Municipal ""Jacinto Benavente"" de Villarejo de Salvanés",RETO110,RETOMadrID - Curso de uso básico de ordenador,true,true,true,705,68,71,04:30:34,08:17:20,2025-02-24 10:02:43.520000+01:00 CET Europe/Madrid,2025-03-05 12:12:53.483000+01:00 CET Europe/Madrid
2,C040 - Residencia de Personas Mayores Jesús del Buen Amor de Griñón,RETO040,RETOMadrID - Curso de uso básico de ordenador,false,false,false,277,43,30,03:19:00,06:46:33,2025-01-22 12:34:24.358000+01:00 CET Europe/Madrid,2025-03-28 17:04:57.800000+01:00 CET Europe/Madrid
2,C104 - CEPA Sierra de Guadarrama,RETO104,RETOMadrID - Curso de uso básico de ordenador,false,false,false,493,13,25,00:15:43,04:13:47,2025-02-07 10:04:02.536000+01:00 CET Europe/Madrid,2025-03-28 10:42:03.476000+01:00 CET Europe/Madrid
3,C046 - CEPA Torres de la Alameda,RETO046,RETOMadrID - Curso de uso básico de ordenador,true,false,true,1063,66,71,12:50:46,18:35:50,2025-01-20 13:34:52.224000+01:00 CET Europe/Madrid,2025-02-17 15:43:02.141000+01:00 CET Europe/Madrid
prueba1,C032 - Centro Polivalente de El Vellón,RETO032,RETOMadrID - Curso de uso básico de ordenador,false,false,false,23,0,0,,00:03:27,2024-11-07 13:33:16.955000+01:00 CET Europe/Madrid,2024-11-07 13:36:43.871000+01:00 CET Europe/Madrid
3,C098 - Centro Residencial Sanitas Mayores Virgen De La Cabeza de Guadarrama,RETO098,RETOMadrID - Curso de uso básico de ordenador,false,false,false,12,1,1,00:08:17,00:11:07,2025-02-24 12:43:19.087000+01:00 CET Europe/Madrid,2025-02-24 12:54:26.060000+01:00 CET Europe/Madrid
14,C100 - Rescofoil de Colmenar de Oreja,RETO100,RETOMadrID - Curso de uso básico de ordenador,true,false,false,275,30,25,05:06:09,09:31:28,2025-01-16 12:06:21.889000+01:00 CET Europe/Madrid,2025-03-06 11:16:59.161000+01:00 CET Europe/Madrid
6,C084 Residencia Virgen del Socorro de Villamanta,RETO084,RETOMadrID - Curso de uso básico de ordenador,false,false,false,116,9,25,00:31:54,01:36:34,2024-12-10 17:21:01.935000+01:00 CET Europe/Madrid,2025-01-28 12:42:17.473000+01:00 CET Europe/Madrid
21,C038 - Biblioteca Municipal María Moliner de Velilla de San Antonio,RETO038,RETOMadrID - Curso de uso básico de ordenador,false,false,false,172,19,25,01:43:45,02:30:40,2025-03-19 12:26:15.963000+01:00 CET Europe/Madrid,2025-03-26 13:01:10.746000+01:00 CET Europe/Madrid
14,C107 - Ayuntamiento de Daganzo de Arriba,RETO107,RETOMadrID - Curso de uso básico de ordenador,false,false,false,298,48,34,03:16:46,04:00:19,2025-03-17 11:14:54.737000+01:00 CET Europe/Madrid,2025-03-21 11:56:10.130000+01:00 CET Europe/Madrid
1,C038 - Biblioteca Municipal María Moliner de Velilla de San Antonio,RETO038,RETOMadrID - Curso de uso básico de ordenador,true,false,true,624,61,42,07:55:33,13:33:17,2024-09-26 11:07:57.756000+02:00 CEST Europe/Madrid,2024-10-28 13:04:22.651000+01:00 CET Europe/Madrid
1,C104 - CEPA Sierra de Guadarrama,RETO104,RETOMadrID - Curso de uso básico de ordenador,false,false,false,415,24,24,00:37:34,06:02:35,2025-02-07 10:05:59.872000+01:00 CET Europe/Madrid,2025-03-28 10:56:01.668000+01:00 CET Europe/Madrid
1,C042 - Todoteca de Robregordo,RETO042,RETOMadrID - Curso de uso básico de ordenador,true,false,false,418,33,26,03:27:40,10:14:36,2024-07-17 16:55:58.202000+02:00 CEST Europe/Madrid,2025-02-17 13:54:34.350000+01:00 CET Europe/Madrid
6,C058 - CEPA San Martín de la Vega,RETO058,RETOMadrID - Curso de uso básico de ordenador,false,false,false,178,14,30,01:31:46,03:27:34,2024-09-30 13:26:33.256000+02:00 CEST Europe/Madrid,2024-10-28 13:57:47.824000+01:00 CET Europe/Madrid
3,C116 - Local de la Tercera Edad de Navalgalamella,RETO116,RETOMadrID - Curso de uso básico de ordenador,true,true,true,455,68,71,05:01:11,07:51:20,2025-03-20 14:50:28.548000+01:00 CET Europe/Madrid,2025-03-25 12:12:12.241000+01:00 CET Europe/Madrid
3,C068 - Aula Villar del Olmo CEPA Torres de la Alameda,RETO068,RETOMadrID - Curso de uso básico de ordenador,true,false,true,800,66,71,07:04:36,10:31:30,2024-10-01 18:55:47.208000+02:00 CEST Europe/Madrid,2024-10-29 19:30:53.342000+01:00 CET Europe/Madrid
5,C003 - Biblioteca Municipal en Sevilla la Nueva,RETO003,RETOMadrID - Curso de uso básico de ordenador,false,false,true,453,55,43,04:45:50,06:23:30,2025-02-19 12:50:56.400000+01:00 CET Europe/Madrid,2025-03-04 13:50:53.923000+01:00 CET Europe/Madrid
10,C084 Residencia Virgen del Socorro de Villamanta,RETO084,RETOMadrID - Curso de uso básico de ordenador,false,false,false,76,4,18,00:18:27,00:25:34,2025-01-31 12:03:05.317000+01:00 CET Europe/Madrid,2025-01-31 12:28:39.750000+01:00 CET Europe/Madrid
prueba1,C124 - Diaconía España - Centro de acogida de Alameda del Valle,RETO124,RETOMadrID - Curso de uso básico de ordenador,false,false,false,23,0,0,00:00:01,00:04:34,2025-03-19 13:08:59.067000+01:00 CET Europe/Madrid,2025-03-19 13:13:33.467000+01:00 CET Europe/Madrid
15,C104 - CEPA Sierra de Guadarrama,RETO104,RETOMadrID - Curso de uso básico de ordenador,false,true,false,189,11,22,00:12:36,03:41:15,2025-02-07 10:04:15.089000+01:00 CET Europe/Madrid,2025-03-28 10:35:09.802000+01:00 CET Europe/Madrid
prueba2,C002 - Centro Cultural Pedro de Lorenzo en Soto del Real,RETO002,RETOMadrID - Curso de uso básico de ordenador,false,false,false,103,3,18,00:20:27,00:29:37,2024-11-11 14:57:26.820000+01:00 CET Europe/Madrid,2024-11-11 15:27:03.150000+01:00 CET Europe/Madrid
11,C029 - Casa de la Cultura de Villanueva de Perales,RETO029,RETOMadrID - Curso de uso básico de ordenador,true,false,true,601,66,71,05:22:03,08:58:15,2024-09-30 13:40:22.644000+02:00 CEST Europe/Madrid,2024-11-21 15:55:03.271000+01:00 CET Europe/Madrid
15,C037 - Centro de lectura María Moliner de Estremera,RETO037,RETOMadrID - Curso de uso básico de ordenador,false,false,false,137,20,25,01:27:52,03:00:40,2024-09-16 19:13:22.092000+02:00 CEST Europe/Madrid,2025-01-08 18:58:28.073000+01:00 CET Europe/Madrid
13,C061 - Casa de la Cultura de Morata de Tajuña,RETO061,RETOMadrID - Curso de uso básico de ordenador,false,false,false,6,0,0,00:00:25,00:00:29,2025-02-19 18:46:58.263000+01:00 CET Europe/Madrid,2025-02-19 18:47:27.677000+01:00 CET Europe/Madrid
2,C115 - Casa Cultural de Batres,RETO115,RETOMadrID - Curso de uso básico de ordenador,false,false,false,177,28,24,01:57:43,02:12:55,2025-03-14 10:05:21.799000+01:00 CET Europe/Madrid,2025-03-14 12:18:16.762000+01:00 CET Europe/Madrid
8,C044 - Edificio Escuelas Centro Actividades de Belvis del Jarama,RETO044,RETOMadrID - Curso de uso básico de ordenador,true,true,false,719,45,29,03:53:39,09:22:42,2025-02-12 11:47:26.354000+01:00 CET Europe/Madrid,2025-02-17 17:52:56.409000+01:00 CET Europe/Madrid
2,C018 - Biblioteca Municipal de Chapinería,RETO018,RETOMadrID - Curso de uso básico de ordenador,true,false,true,1255,66,71,05:37:06,18:58:35,2024-06-19 11:05:32.857000+02:00 CEST Europe/Madrid,2024-07-30 10:33:09.584000+02:00 CEST Europe/Madrid
29,C038 - Biblioteca Municipal María Moliner de Velilla de San Antonio,RETO038,RETOMadrID - Curso de uso básico de ordenador,true,false,true,563,66,71,08:10:46,10:21:45,2025-02-20 13:38:10.456000+01:00 CET Europe/Madrid,2025-03-03 14:08:13.195000+01:00 CET Europe/Madrid
22,C000 - Escuela Técnica de Ingenieros Informáticos (UPM) - Almacén,RETO000,RETOMadrID - Curso de uso básico de ordenador,true,false,false,686,32,0,04:52:43,26:50:51,2024-06-19 13:47:04.443000+02:00 CEST Europe/Madrid,2024-09-23 10:32:22.988000+02:00 CEST Europe/Madrid
7,C029 - Casa de la Cultura de Villanueva de Perales,RETO029,RETOMadrID - Curso de uso básico de ordenador,true,false,true,625,66,71,06:06:19,08:35:47,2024-10-01 11:13:46.017000+02:00 CEST Europe/Madrid,2024-12-11 13:27:58.964000+01:00 CET Europe/Madrid
2,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,true,true,true,731,68,71,06:30:58,09:43:39,2025-01-13 10:06:44.203000+01:00 CET Europe/Madrid,2025-03-07 13:14:22.249000+01:00 CET Europe/Madrid
4,C115 - Casa Cultural de Batres,RETO115,RETOMadrID - Curso de uso básico de ordenador,false,false,false,184,23,25,01:41:41,02:23:52,2025-03-12 12:15:46.230000+01:00 CET Europe/Madrid,2025-03-14 13:15:02.493000+01:00 CET Europe/Madrid
7,C005 - CAR. Horcajuelo de la Sierra,RETO005,RETOMadrID - Curso de uso básico de ordenador,true,false,true,513,65,70,06:03:06,17:26:51,2024-07-10 13:14:38.425000+02:00 CEST Europe/Madrid,2024-09-17 21:24:11.279000+02:00 CEST Europe/Madrid
5,C047 - Biblioteca Municipal de Alpedrete,RETO047,RETOMadrID - Curso de uso básico de ordenador,false,false,false,246,7,23,01:25:40,03:03:00,2024-09-09 11:02:53.478000+02:00 CEST Europe/Madrid,2024-09-10 12:15:38.578000+02:00 CEST Europe/Madrid
1,C045 - Residencia Soto Fresnos de Soto del Real,RETO045,RETOMadrID - Curso de uso básico de ordenador,false,false,false,89,5,18,00:23:57,01:02:28,2025-03-26 10:16:47.802000+01:00 CET Europe/Madrid,2025-03-26 11:19:15.587000+01:00 CET Europe/Madrid
5,C050 - Biblioteca Municipal Pedro Antonio Alarcón de San Lorenzo de El Escorial,RETO050,RETOMadrID - Curso de uso básico de ordenador,true,false,true,831,60,69,06:17:08,09:03:56,2024-10-22 12:02:21.636000+02:00 CEST Europe/Madrid,2024-11-20 13:29:07.988000+01:00 CET Europe/Madrid
4,C046 - CEPA Torres de la Alameda,RETO046,RETOMadrID - Curso de uso básico de ordenador,false,false,false,171,15,25,01:36:20,03:03:15,2025-01-23 18:07:31.465000+01:00 CET Europe/Madrid,2025-02-13 17:51:13.723000+01:00 CET Europe/Madrid
15,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,true,false,true,934,54,63,05:10:03,10:55:14,2025-03-04 10:58:08.625000+01:00 CET Europe/Madrid,2025-03-28 12:03:22.691000+01:00 CET Europe/Madrid
20,C010 - Biblioteca Municipal de Villa del Prado. ,RETO010,RETOMadrID - Curso de uso básico de ordenador,false,false,false,19,0,0,00:06:12,00:52:04,2024-06-14 10:58:40.420000+02:00 CEST Europe/Madrid,2024-07-01 10:00:46.004000+02:00 CEST Europe/Madrid
9,C116 - Local de la Tercera Edad de Navalgalamella,RETO116,RETOMadrID - Curso de uso básico de ordenador,true,true,true,477,68,71,04:44:12,07:51:07,2025-03-11 10:07:09.869000+01:00 CET Europe/Madrid,2025-03-20 13:06:24.018000+01:00 CET Europe/Madrid
prueba1,C084 Residencia Virgen del Socorro de Villamanta,RETO084,RETOMadrID - Curso de uso básico de ordenador,false,false,false,3,1,0,00:03:37,00:04:07,2025-01-09 12:43:58.685000+01:00 CET Europe/Madrid,2025-01-09 12:48:05.332000+01:00 CET Europe/Madrid
1,C019 - Biblioteca Municipal. Colmenar del Arroyo,RETO019,RETOMadrID - Curso de uso básico de ordenador,false,false,false,480,41,31,04:00:00,05:22:26,2024-07-17 17:29:57.148000+02:00 CEST Europe/Madrid,2025-02-11 13:28:50.557000+01:00 CET Europe/Madrid
16,C028 - Centro de Formación Juvenil (FOJU) de Titulcia,RETO028,RETOMadrID - Curso de uso básico de ordenador,false,false,false,136,19,25,01:08:28,01:35:21,2025-02-25 10:11:44.777000+01:00 CET Europe/Madrid,2025-02-27 10:56:06.807000+01:00 CET Europe/Madrid
14,C000 - Escuela Técnica de Ingenieros Informáticos (UPM) - Almacén,RETO000,RETOMadrID - Curso de uso básico de ordenador,false,false,false,107,0,2,00:00:18,02:46:53,2024-11-15 10:00:37.078000+01:00 CET Europe/Madrid,2024-11-18 13:32:09.432000+01:00 CET Europe/Madrid
2,C105 - Residencia Casa Mayor de Griñón,RETO105,RETOMadrID - Curso de uso básico de ordenador,true,false,false,288,40,31,04:39:51,08:47:50,2025-02-14 10:38:21.117000+01:00 CET Europe/Madrid,2025-03-12 14:22:00.514000+01:00 CET Europe/Madrid
16,C095 - Centro de mayores Casablanca de Griñón,RETO095,RETOMadrID - Curso de uso básico de ordenador,false,false,false,147,13,25,00:53:59,02:19:13,2025-01-24 16:25:17.768000+01:00 CET Europe/Madrid,2025-01-28 17:20:14.487000+01:00 CET Europe/Madrid
10,C051 - Centro de Día Venecia de Camarma de Esteruelas,RETO051,RETOMadrID - Curso de uso básico de ordenador,false,false,false,89,5,19,00:20:45,00:37:59,2025-03-04 13:15:56.477000+01:00 CET Europe/Madrid,2025-03-04 13:53:55.472000+01:00 CET Europe/Madrid
6,C027 - Biblioteca Municipal de Cadalso de los Vidrios,RETO027,RETOMadrID - Curso de uso básico de ordenador,true,false,true,751,66,71,06:28:59,08:42:27,2024-10-29 18:25:26.872000+01:00 CET Europe/Madrid,2024-11-19 18:57:13.558000+01:00 CET Europe/Madrid
prueba1,C115 - Casa Cultural de Batres,RETO115,RETOMadrID - Curso de uso básico de ordenador,false,false,false,62,0,11,,00:20:55,2025-03-10 15:39:22.301000+01:00 CET Europe/Madrid,2025-03-10 16:00:17.415000+01:00 CET Europe/Madrid
13,C060 - Centro Polivalente Gargantilla de Lozoya,RETO060,RETOMadrID - Curso de uso básico de ordenador,true,false,true,533,66,71,04:53:49,08:00:34,2024-11-27 10:21:06.180000+01:00 CET Europe/Madrid,2025-02-19 09:38:05.924000+01:00 CET Europe/Madrid
16,C060 - Centro Polivalente Gargantilla de Lozoya,RETO060,RETOMadrID - Curso de uso básico de ordenador,false,false,false,88,7,25,00:23:41,00:42:26,2025-01-07 13:04:52.824000+01:00 CET Europe/Madrid,2025-01-07 13:47:18.063000+01:00 CET Europe/Madrid
9,"C118 - Biblioteca Municipal ""Padre Rojas"" de Colmenar de Oreja",RETO118,RETOMadrID - Curso de uso básico de ordenador,false,false,false,185,21,6,01:28:00,02:50:42,2025-03-24 11:58:14.815000+01:00 CET Europe/Madrid,2025-03-25 12:59:07.947000+01:00 CET Europe/Madrid
2,C116 - Local de la Tercera Edad de Navalgalamella,RETO116,RETOMadrID - Curso de uso básico de ordenador,true,true,true,477,68,71,04:22:25,08:39:36,2025-03-10 09:33:10.711000+01:00 CET Europe/Madrid,2025-03-19 14:26:07.381000+01:00 CET Europe/Madrid
5,C038 - Biblioteca Municipal María Moliner de Velilla de San Antonio,RETO038,RETOMadrID - Curso de uso básico de ordenador,true,false,true,612,51,71,07:04:55,10:20:05,2024-09-25 11:55:14.659000+02:00 CEST Europe/Madrid,2025-03-07 21:47:10.733000+01:00 CET Europe/Madrid
4,C098 - Centro Residencial Sanitas Mayores Virgen De La Cabeza de Guadarrama,RETO098,RETOMadrID - Curso de uso básico de ordenador,true,false,false,413,27,25,03:54:09,07:42:02,2025-02-19 13:41:16.951000+01:00 CET Europe/Madrid,2025-03-06 13:13:30.090000+01:00 CET Europe/Madrid
2,C041 - Centro Cívico Antonio Simón Cuevas de Villamanta,RETO041,RETOMadrID - Curso de uso básico de ordenador,true,false,true,510,66,71,05:55:43,08:12:39,2024-12-11 10:26:49.619000+01:00 CET Europe/Madrid,2025-02-18 15:58:34.739000+01:00 CET Europe/Madrid
3,C088 - Centro de Mayores RAICES I de Villalbilla,RETO088,RETOMadrID - Curso de uso básico de ordenador,false,false,false,9,0,0,00:04:16,00:19:26,2025-01-27 18:53:39.647000+01:00 CET Europe/Madrid,2025-01-27 19:13:05.007000+01:00 CET Europe/Madrid
10,C047 - Biblioteca Municipal de Alpedrete,RETO047,RETOMadrID - Curso de uso básico de ordenador,true,false,true,594,60,43,07:06:55,10:56:19,2024-10-14 09:52:07.790000+02:00 CEST Europe/Madrid,2025-02-25 09:08:45.248000+01:00 CET Europe/Madrid
1,C055 - Residencia el Escorial,RETO055,RETOMadrID - Curso de uso básico de ordenador,false,false,false,398,20,25,01:48:11,05:18:05,2025-02-27 11:33:33.050000+01:00 CET Europe/Madrid,2025-03-24 12:17:08.461000+01:00 CET Europe/Madrid
19,C100 - Rescofoil de Colmenar de Oreja,RETO100,RETOMadrID - Curso de uso básico de ordenador,true,true,true,1291,68,68,14:45:47,26:28:11,2025-01-23 09:49:19.157000+01:00 CET Europe/Madrid,2025-03-07 13:34:55.181000+01:00 CET Europe/Madrid
6,C035 - Centro de Lectura de Carabaña ,RETO035,RETOMadrID - Curso de uso básico de ordenador,false,false,false,133,5,22,00:26:37,00:38:08,2024-10-14 16:16:30.861000+02:00 CEST Europe/Madrid,2024-10-14 16:54:38.129000+02:00 CEST Europe/Madrid
3,C072 - Residencia Juan Pablo II de San Martín de Valdeiglesias,RETO072,RETOMadrID - Curso de uso básico de ordenador,false,false,false,279,7,21,01:48:25,03:56:55,2024-11-06 11:50:37.028000+01:00 CET Europe/Madrid,2025-02-05 12:34:58.943000+01:00 CET Europe/Madrid
3,C050 - Biblioteca Municipal Pedro Antonio Alarcón de San Lorenzo de El Escorial,RETO050,RETOMadrID - Curso de uso básico de ordenador,false,false,false,406,47,47,03:46:52,04:44:58,2024-10-21 12:20:09.834000+02:00 CEST Europe/Madrid,2024-11-05 13:39:49.218000+01:00 CET Europe/Madrid
6,C072 - Residencia Juan Pablo II de San Martín de Valdeiglesias,RETO072,RETOMadrID - Curso de uso básico de ordenador,false,false,false,127,14,25,00:50:18,01:13:48,2024-11-06 12:21:17.490000+01:00 CET Europe/Madrid,2024-11-20 12:10:58.218000+01:00 CET Europe/Madrid
6,C047 - Biblioteca Municipal de Alpedrete,RETO047,RETOMadrID - Curso de uso básico de ordenador,false,false,false,195,8,20,01:06:32,02:26:22,2024-09-09 11:26:54.924000+02:00 CEST Europe/Madrid,2024-09-10 12:18:18.356000+02:00 CEST Europe/Madrid
10,C060 - Centro Polivalente Gargantilla de Lozoya,RETO060,RETOMadrID - Curso de uso básico de ordenador,false,false,true,263,65,71,03:12:05,05:46:39,2024-11-15 13:44:36.730000+01:00 CET Europe/Madrid,2025-03-02 13:23:11.214000+01:00 CET Europe/Madrid
10,C058 - CEPA San Martín de la Vega,RETO058,RETOMadrID - Curso de uso básico de ordenador,false,false,false,416,25,34,02:25:13,05:15:29,2024-09-30 13:26:35.043000+02:00 CEST Europe/Madrid,2024-11-11 13:57:39.808000+01:00 CET Europe/Madrid
