Participante,Centro,Curso,Temario,Al menos 7h 30',Último tema terminado,Al menos ha visto un 75%,Actividad (#eventos),Numero de videos reproducidos,Numero de respuestas,Tiempo mirando videos,Tiempo siguiendo curso,Hora comienzo curso,Hora ultima actividad
16,C038 - Biblioteca Municipal María Moliner de Velilla de San Antonio,RETO038,RETOMadrID - Curso de uso básico de ordenador,true,false,true,758,52,37,05:47:36,12:03:34,2024-09-25 10:50:28.009000+02:00 CEST Europe/Madrid,2024-10-28 12:30:13.310000+01:00 CET Europe/Madrid
4,C095 - Centro de mayores Casablanca de Griñón,RETO095,RETOMadrID - Curso de uso básico de ordenador,false,false,false,3,1,0,00:03:52,00:04:44,2025-03-10 13:41:50.985000+01:00 CET Europe/Madrid,2025-03-10 13:46:34.546000+01:00 CET Europe/Madrid
14,C060 - Centro Polivalente Gargantilla de Lozoya,RETO060,RETOMadrID - Curso de uso básico de ordenador,true,false,true,1044,66,71,05:51:21,12:17:17,2024-11-29 11:05:14.709000+01:00 CET Europe/Madrid,2025-01-30 11:23:09.863000+01:00 CET Europe/Madrid
18,C052 - Biblioteca Municipal de Miraflores de la Sierra,RETO052,RETOMadrID - Curso de uso básico de ordenador,false,false,false,331,32,26,03:43:32,05:21:48,2025-02-13 17:50:06.557000+01:00 CET Europe/Madrid,2025-03-20 18:15:21.560000+01:00 CET Europe/Madrid
13,C014 - Centro de Mayores. La Cabrera,RETO014,RETOMadrID - Curso de uso básico de ordenador,false,true,true,509,68,58,05:21:08,07:24:08,2025-02-12 12:02:19.866000+01:00 CET Europe/Madrid,2025-03-19 14:42:35.785000+01:00 CET Europe/Madrid
18,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,false,false,false,328,29,24,01:53:07,03:13:36,2025-03-26 12:04:51.881000+01:00 CET Europe/Madrid,2025-03-27 12:23:01.629000+01:00 CET Europe/Madrid
2,C095 - Centro de mayores Casablanca de Griñón,RETO095,RETOMadrID - Curso de uso básico de ordenador,false,false,false,5,1,0,00:03:51,00:14:26,2025-03-10 13:26:37.422000+01:00 CET Europe/Madrid,2025-03-10 13:41:03.422000+01:00 CET Europe/Madrid
9,C060 - Centro Polivalente Gargantilla de Lozoya,RETO060,RETOMadrID - Curso de uso básico de ordenador,false,false,false,75,3,18,00:15:02,00:24:17,2024-11-09 13:24:58.792000+01:00 CET Europe/Madrid,2024-11-09 13:49:15.596000+01:00 CET Europe/Madrid
15,C028 - Centro de Formación Juvenil (FOJU) de Titulcia,RETO028,RETOMadrID - Curso de uso básico de ordenador,true,false,true,545,66,71,04:48:14,08:04:22,2025-01-23 11:16:58.796000+01:00 CET Europe/Madrid,2025-02-06 12:39:14.816000+01:00 CET Europe/Madrid
10,C030 - Centro Acogida Solicitantes de Asilo del Escorial,RETO030,RETOMadrID - Curso de uso básico de ordenador,false,false,false,3,0,0,00:00:08,00:00:10,2025-01-15 12:53:44.838000+01:00 CET Europe/Madrid,2025-01-15 12:53:54.930000+01:00 CET Europe/Madrid
9,C000 - Escuela Técnica de Ingenieros Informáticos (UPM) - Almacén,RETO000,RETOMadrID - Curso de uso básico de ordenador,false,false,false,120,0,18,00:11:42,02:24:54,2024-05-24 13:51:33.065000+02:00 CEST Europe/Madrid,2024-10-23 09:24:24.778000+02:00 CEST Europe/Madrid
18,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,true,true,true,561,67,71,05:09:35,09:27:43,2025-01-20 10:15:27.873000+01:00 CET Europe/Madrid,2025-03-10 11:50:46.559000+01:00 CET Europe/Madrid
14,C028 - Centro de Formación Juvenil (FOJU) de Titulcia,RETO028,RETOMadrID - Curso de uso básico de ordenador,true,false,true,551,66,71,05:06:33,09:00:14,2025-01-23 11:11:34.954000+01:00 CET Europe/Madrid,2025-02-17 11:44:41.309000+01:00 CET Europe/Madrid
prueba1,C016 - Biblioteca Pública Municipal de Rascafría,RETO016,RETOMadrID - Curso de uso básico de ordenador,false,false,false,168,12,28,00:54:50,02:26:52,2024-09-26 16:56:06.769000+02:00 CEST Europe/Madrid,2024-10-10 11:45:49.226000+02:00 CEST Europe/Madrid
4,C039 - Biblioteca Municipal de Navacerrada,RETO039,RETOMadrID - Curso de uso básico de ordenador,false,false,false,332,21,25,04:07:36,06:11:51,2023-02-06 10:13:47.013000+01:00 CET Europe/Madrid,2024-12-10 11:00:41.975000+01:00 CET Europe/Madrid
8,C000 - Escuela Técnica de Ingenieros Informáticos (UPM) - Almacén,RETO000,RETOMadrID - Curso de uso básico de ordenador,false,false,false,105,0,18,00:04:05,00:55:17,2024-09-03 10:01:34.600000+02:00 CEST Europe/Madrid,2024-10-23 09:20:21.747000+02:00 CEST Europe/Madrid
1,C115 - Casa Cultural de Batres,RETO115,RETOMadrID - Curso de uso básico de ordenador,false,false,false,20,0,0,,00:00:19,2025-03-10 15:43:18.462000+01:00 CET Europe/Madrid,2025-03-10 15:43:37.159000+01:00 CET Europe/Madrid
4,C051 - Centro de Día Venecia de Camarma de Esteruelas,RETO051,RETOMadrID - Curso de uso básico de ordenador,false,false,false,66,4,18,00:16:36,00:30:01,2025-02-24 12:41:08.176000+01:00 CET Europe/Madrid,2025-02-24 13:11:09.746000+01:00 CET Europe/Madrid
9,C044 - Edificio Escuelas Centro Actividades de Belvis del Jarama,RETO044,RETOMadrID - Curso de uso básico de ordenador,true,true,false,618,32,29,01:18:04,07:48:22,2025-02-12 09:50:01.870000+01:00 CET Europe/Madrid,2025-02-17 18:36:44.269000+01:00 CET Europe/Madrid
21,C000 - Escuela Técnica de Ingenieros Informáticos (UPM) - Almacén,RETO000,RETOMadrID - Curso de uso básico de ordenador,false,false,false,80,2,0,00:08:48,01:42:03,2024-06-07 10:46:10.951000+02:00 CEST Europe/Madrid,2025-01-27 11:35:47.316000+01:00 CET Europe/Madrid
10,"C077 - Ayuntamiento El Boalo, Cerceda y Mataelpino",RETO077,RETOMadrID - Curso de uso básico de ordenador,true,false,true,873,65,59,04:55:27,09:31:15,2025-02-07 14:27:39.849000+01:00 CET Europe/Madrid,2025-02-17 08:31:24.534000+01:00 CET Europe/Madrid
2,C029 - Casa de la Cultura de Villanueva de Perales,RETO029,RETOMadrID - Curso de uso básico de ordenador,true,false,true,690,66,71,04:37:09,08:28:21,2024-09-16 13:09:14.771000+02:00 CEST Europe/Madrid,2024-09-25 13:36:29.144000+02:00 CEST Europe/Madrid
2,C012 - Biblioteca Municipal Miguel Hernández. San Martín de Valdeiglesias,RETO012,RETOMadrID - Curso de uso básico de ordenador,false,false,true,418,56,38,04:15:25,06:32:20,2024-07-19 10:01:36.027000+02:00 CEST Europe/Madrid,2024-07-31 11:55:29.168000+02:00 CEST Europe/Madrid
9,C100 - Rescofoil de Colmenar de Oreja,RETO100,RETOMadrID - Curso de uso básico de ordenador,true,true,true,2514,68,50,13:40:11,23:16:50,2025-01-21 14:40:43.648000+01:00 CET Europe/Madrid,2025-03-28 15:55:32.613000+01:00 CET Europe/Madrid
7,C030 - Centro Acogida Solicitantes de Asilo del Escorial,RETO030,RETOMadrID - Curso de uso básico de ordenador,false,false,false,108,3,18,00:39:01,01:13:08,2025-01-20 15:06:39.704000+01:00 CET Europe/Madrid,2025-01-24 16:55:52.009000+01:00 CET Europe/Madrid
8,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,true,false,false,321,42,30,03:53:24,08:57:09,2025-01-20 10:14:48.259000+01:00 CET Europe/Madrid,2025-03-11 11:53:24.603000+01:00 CET Europe/Madrid
6,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,false,false,false,96,6,17,00:24:48,01:19:39,2025-03-13 11:21:23.114000+01:00 CET Europe/Madrid,2025-03-18 12:05:23.065000+01:00 CET Europe/Madrid
9,C109 - Funadación APASCOVI de Colmenarejo,RETO109,RETOMadrID - Curso de uso básico de ordenador,false,false,false,191,15,25,00:55:42,03:36:55,2025-02-28 08:54:36.807000+01:00 CET Europe/Madrid,2025-03-28 10:11:01.502000+01:00 CET Europe/Madrid
17,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,true,false,true,474,56,35,06:56:18,10:42:31,2025-02-17 09:57:30.916000+01:00 CET Europe/Madrid,2025-03-12 10:50:03.928000+01:00 CET Europe/Madrid
1,C037 - Centro de lectura María Moliner de Estremera,RETO037,RETOMadrID - Curso de uso básico de ordenador,true,false,true,1559,66,71,17:33:31,29:16:01,2024-08-07 11:10:47.414000+02:00 CEST Europe/Madrid,2024-10-23 18:01:39.470000+02:00 CEST Europe/Madrid
3,C041 - Centro Cívico Antonio Simón Cuevas de Villamanta,RETO041,RETOMadrID - Curso de uso básico de ordenador,true,false,true,532,65,42,06:20:41,08:36:08,2025-01-27 11:45:47.357000+01:00 CET Europe/Madrid,2025-02-10 13:00:05.768000+01:00 CET Europe/Madrid
5,C075 - Centro Cultural de La Serna del Monte,RETO075,RETOMadrID - Curso de uso básico de ordenador,true,false,true,562,57,68,07:51:53,13:07:18,2025-02-06 14:45:51.508000+01:00 CET Europe/Madrid,2025-03-20 19:00:28.488000+01:00 CET Europe/Madrid
5,C052 - Biblioteca Municipal de Miraflores de la Sierra,RETO052,RETOMadrID - Curso de uso básico de ordenador,true,false,true,535,66,71,04:58:25,10:04:03,2024-10-28 17:49:21.614000+01:00 CET Europe/Madrid,2024-11-27 20:49:42.934000+01:00 CET Europe/Madrid
7,C058 - CEPA San Martín de la Vega,RETO058,RETOMadrID - Curso de uso básico de ordenador,true,false,true,634,54,40,05:29:24,09:13:17,2024-09-30 14:25:47.704000+02:00 CEST Europe/Madrid,2024-12-16 13:46:26.810000+01:00 CET Europe/Madrid
31,C038 - Biblioteca Municipal María Moliner de Velilla de San Antonio,RETO038,RETOMadrID - Curso de uso básico de ordenador,false,false,true,359,53,37,04:11:41,05:45:22,2025-03-04 20:54:54.883000+01:00 CET Europe/Madrid,2025-03-25 21:11:18.747000+01:00 CET Europe/Madrid
1,C095 - Centro de mayores Casablanca de Griñón,RETO095,RETOMadrID - Curso de uso básico de ordenador,false,false,false,5,1,0,00:03:52,00:04:19,2025-02-25 11:16:53.774000+01:00 CET Europe/Madrid,2025-02-25 11:21:12.085000+01:00 CET Europe/Madrid
6,"C077 - Ayuntamiento El Boalo, Cerceda y Mataelpino",RETO077,RETOMadrID - Curso de uso básico de ordenador,true,false,true,564,66,71,06:54:23,10:18:59,2025-01-20 16:07:34.347000+01:00 CET Europe/Madrid,2025-01-30 20:24:03.238000+01:00 CET Europe/Madrid
25,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,true,false,true,526,62,68,06:22:11,09:06:23,2025-01-30 18:20:07.471000+01:00 CET Europe/Madrid,2025-03-05 11:52:51.489000+01:00 CET Europe/Madrid
4,C037 - Centro de lectura María Moliner de Estremera,RETO037,RETOMadrID - Curso de uso básico de ordenador,true,false,true,802,65,71,06:42:19,12:34:08,2024-08-07 18:01:10.545000+02:00 CEST Europe/Madrid,2024-11-20 18:46:23.994000+01:00 CET Europe/Madrid
3,C073 - Centro de lectura de Valdepiélagos,RETO073,RETOMadrID - Curso de uso básico de ordenador,true,false,true,526,63,45,06:29:52,09:16:43,2024-12-16 17:31:10.184000+01:00 CET Europe/Madrid,2024-12-20 18:50:13.542000+01:00 CET Europe/Madrid
16,"C110 - Biblioteca Municipal ""Jacinto Benavente"" de Villarejo de Salvanés",RETO110,RETOMadrID - Curso de uso básico de ordenador,false,false,false,196,13,21,00:26:26,01:04:19,2025-02-25 18:37:25.581000+01:00 CET Europe/Madrid,2025-02-25 19:41:44.637000+01:00 CET Europe/Madrid
4,C028 - Centro de Formación Juvenil (FOJU) de Titulcia,RETO028,RETOMadrID - Curso de uso básico de ordenador,false,false,false,259,43,31,03:07:03,03:58:10,2024-11-25 16:01:09.545000+01:00 CET Europe/Madrid,2024-11-27 17:56:17.513000+01:00 CET Europe/Madrid
5,C026 - Bilbioteca Municipal de Navalafuente,RETO026,RETOMadrID - Curso de uso básico de ordenador,false,false,false,258,37,31,02:59:25,04:04:28,2024-10-11 12:05:44.372000+02:00 CEST Europe/Madrid,2024-10-25 14:05:21.776000+02:00 CEST Europe/Madrid
10,C025 - Ayuntamiento de Alameda del Valle,RETO025,RETOMadrID - Curso de uso básico de ordenador,true,false,true,400,67,50,06:00:40,08:11:30,2024-12-10 16:16:06.240000+01:00 CET Europe/Madrid,2025-02-07 23:34:29.839000+01:00 CET Europe/Madrid
2,C042 - Todoteca de Robregordo,RETO042,RETOMadrID - Curso de uso básico de ordenador,true,false,false,1607,48,36,06:45:05,25:23:56,2024-09-03 10:57:32.110000+02:00 CEST Europe/Madrid,2024-10-31 11:55:11.754000+01:00 CET Europe/Madrid
14,C116 - Local de la Tercera Edad de Navalgalamella,RETO116,RETOMadrID - Curso de uso básico de ordenador,false,false,false,9,1,0,,00:14:24,2025-03-14 10:42:02.112000+01:00 CET Europe/Madrid,2025-03-14 10:56:26.467000+01:00 CET Europe/Madrid
prueba1,C006 - Ayuntamiento. Robledillo de la Jara,RETO006,RETOMadrID - Curso de uso básico de ordenador,false,false,false,111,9,25,00:30:04,00:44:35,2024-07-19 11:08:38.807000+02:00 CEST Europe/Madrid,2024-07-19 11:53:13.987000+02:00 CEST Europe/Madrid
9,C079 - Casa de Cultura Valmores en Nuevo Baztán,RETO079,RETOMadrID - Curso de uso básico de ordenador,false,false,false,225,21,25,01:50:16,02:44:46,2025-01-16 16:32:35.906000+01:00 CET Europe/Madrid,2025-01-27 11:28:08.351000+01:00 CET Europe/Madrid
2,C050 - Biblioteca Municipal Pedro Antonio Alarcón de San Lorenzo de El Escorial,RETO050,RETOMadrID - Curso de uso básico de ordenador,true,false,true,524,66,71,05:53:29,08:09:30,2024-10-21 10:54:03.512000+02:00 CEST Europe/Madrid,2024-12-11 11:56:49.958000+01:00 CET Europe/Madrid
2,C005 - CAR. Horcajuelo de la Sierra,RETO005,RETOMadrID - Curso de uso básico de ordenador,true,false,true,498,66,70,05:23:30,12:24:50,2024-07-23 11:16:02.393000+02:00 CEST Europe/Madrid,2024-09-17 11:34:32.812000+02:00 CEST Europe/Madrid
16,C058 - CEPA San Martín de la Vega,RETO058,RETOMadrID - Curso de uso básico de ordenador,false,false,false,261,2,18,00:13:50,01:07:56,2024-10-07 16:45:44.947000+02:00 CEST Europe/Madrid,2024-10-14 13:06:13.022000+02:00 CEST Europe/Madrid
2,C037 - Centro de lectura María Moliner de Estremera,RETO037,RETOMadrID - Curso de uso básico de ordenador,true,false,true,601,57,34,06:09:07,09:49:47,2024-08-07 12:12:18.483000+02:00 CEST Europe/Madrid,2024-09-25 19:57:43.557000+02:00 CEST Europe/Madrid
prueba1,C055 - Residencia el Escorial,RETO055,RETOMadrID - Curso de uso básico de ordenador,false,false,false,3,1,0,00:03:52,00:04:00,2025-01-15 12:50:07.829000+01:00 CET Europe/Madrid,2025-01-15 12:54:07.443000+01:00 CET Europe/Madrid
4,C084 Residencia Virgen del Socorro de Villamanta,RETO084,RETOMadrID - Curso de uso básico de ordenador,false,false,false,117,8,23,00:26:33,01:59:08,2024-12-10 13:00:45.829000+01:00 CET Europe/Madrid,2025-02-03 18:03:23.327000+01:00 CET Europe/Madrid
14,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,true,false,true,690,61,69,05:34:57,08:47:05,2025-01-16 10:18:54.001000+01:00 CET Europe/Madrid,2025-03-12 11:50:22.977000+01:00 CET Europe/Madrid
17,C100 - Rescofoil de Colmenar de Oreja,RETO100,RETOMadrID - Curso de uso básico de ordenador,true,false,true,507,63,65,04:29:56,09:21:51,2025-03-17 10:07:12.721000+01:00 CET Europe/Madrid,2025-03-28 13:28:13.310000+01:00 CET Europe/Madrid
7,C037 - Centro de lectura María Moliner de Estremera,RETO037,RETOMadrID - Curso de uso básico de ordenador,false,false,false,138,20,25,01:14:58,01:38:19,2024-08-08 11:14:31.645000+02:00 CEST Europe/Madrid,2024-08-12 12:58:39.246000+02:00 CEST Europe/Madrid
2,C002 - Centro Cultural Pedro de Lorenzo en Soto del Real,RETO002,RETOMadrID - Curso de uso básico de ordenador,true,false,true,990,63,52,08:23:05,12:13:09,2024-11-11 16:57:14.017000+01:00 CET Europe/Madrid,2024-11-18 17:09:42.845000+01:00 CET Europe/Madrid
7,"C077 - Ayuntamiento El Boalo, Cerceda y Mataelpino",RETO077,RETOMadrID - Curso de uso básico de ordenador,false,false,false,127,18,23,01:05:43,01:10:28,2025-02-06 16:03:40.645000+01:00 CET Europe/Madrid,2025-02-06 17:14:08.067000+01:00 CET Europe/Madrid
5,C109 - Funadación APASCOVI de Colmenarejo,RETO109,RETOMadrID - Curso de uso básico de ordenador,false,false,false,240,16,24,00:58:46,04:11:30,2025-02-27 15:06:03.118000+01:00 CET Europe/Madrid,2025-03-26 16:03:45.955000+01:00 CET Europe/Madrid
2,C068 - Aula Villar del Olmo CEPA Torres de la Alameda,RETO068,RETOMadrID - Curso de uso básico de ordenador,true,false,true,631,66,71,06:02:56,09:51:48,2024-10-01 18:55:20.031000+02:00 CEST Europe/Madrid,2024-10-29 19:23:11.909000+01:00 CET Europe/Madrid
23,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,true,true,true,568,68,71,06:23:58,10:08:34,2025-02-18 11:04:52.751000+01:00 CET Europe/Madrid,2025-03-12 10:54:46.081000+01:00 CET Europe/Madrid
1,C035 - Centro de Lectura de Carabaña ,RETO035,RETOMadrID - Curso de uso básico de ordenador,true,false,true,618,62,63,05:23:44,10:20:12,2024-09-03 17:52:59.223000+02:00 CEST Europe/Madrid,2024-09-29 18:17:30.483000+02:00 CEST Europe/Madrid
8,C025 - Ayuntamiento de Alameda del Valle,RETO025,RETOMadrID - Curso de uso básico de ordenador,true,false,false,417,36,28,05:04:11,10:33:28,2024-10-24 10:57:47.857000+02:00 CEST Europe/Madrid,2024-12-04 12:35:52.657000+01:00 CET Europe/Madrid
6,C116 - Local de la Tercera Edad de Navalgalamella,RETO116,RETOMadrID - Curso de uso básico de ordenador,true,true,true,483,68,69,05:03:27,07:40:04,2025-03-12 12:26:25.632000+01:00 CET Europe/Madrid,2025-03-25 14:24:14.784000+01:00 CET Europe/Madrid
13,C095 - Centro de mayores Casablanca de Griñón,RETO095,RETOMadrID - Curso de uso básico de ordenador,false,false,false,3,1,0,00:03:51,00:04:11,2025-03-10 13:52:19.221000+01:00 CET Europe/Madrid,2025-03-10 13:56:30.953000+01:00 CET Europe/Madrid
1,C020 - Centro Lectura Carmen Crespo. Valdemaqueda,RETO020,RETOMadrID - Curso de uso básico de ordenador,true,false,true,584,66,71,04:51:31,10:53:16,2024-06-27 17:51:50.698000+02:00 CEST Europe/Madrid,2024-07-30 18:57:21.382000+02:00 CEST Europe/Madrid
2,C069 - Aula Los Santos de la Humosa CEPA Torres de la Alameda,RETO069,RETOMadrID - Curso de uso básico de ordenador,true,false,true,554,66,71,05:26:52,09:20:32,2024-10-01 16:50:29.962000+02:00 CEST Europe/Madrid,2024-10-31 17:35:18.285000+01:00 CET Europe/Madrid
prueba1,C095 - Centro de mayores Casablanca de Griñón,RETO095,RETOMadrID - Curso de uso básico de ordenador,false,false,false,52,1,12,00:08:43,00:40:37,2025-01-09 14:57:10.361000+01:00 CET Europe/Madrid,2025-01-17 16:39:16.335000+01:00 CET Europe/Madrid
1,C000 - Escuela Técnica de Ingenieros Informáticos (UPM) - Almacén,RETO000,RETOMadrID - Curso de uso básico de ordenador,true,false,true,5094,71,97,08:33:52,69:41:27,2024-04-27 14:45:56.342000+02:00 CEST Europe/Madrid,2025-01-24 15:19:18.316000+01:00 CET Europe/Madrid
19,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,true,true,true,849,68,71,04:36:59,10:04:15,2025-03-10 11:25:41.305000+01:00 CET Europe/Madrid,2025-03-24 13:57:03.168000+01:00 CET Europe/Madrid
9,"C057 - Centro de Mayores ""Virgen de la Nueva"" de San Martín de Valdeiglesias",RETO057,RETOMadrID - Curso de uso básico de ordenador,true,false,true,715,66,71,09:03:18,15:18:26,2024-09-30 12:13:16.232000+02:00 CEST Europe/Madrid,2024-10-18 11:22:06.119000+02:00 CEST Europe/Madrid
6,C076 - Biblioteca Santa Ana en Villaconejos,RETO076,RETOMadrID - Curso de uso básico de ordenador,true,false,true,638,66,71,06:25:46,09:26:43,2022-05-25 19:15:35.625000+02:00 CEST Europe/Madrid,2025-03-11 12:06:26.879000+01:00 CET Europe/Madrid
prueba1,C036 - Sala de lectura de Valdetorres de Jarama,RETO036,RETOMadrID - Curso de uso básico de ordenador,false,false,false,92,0,4,00:00:23,00:55:56,2025-02-05 10:23:46.642000+01:00 CET Europe/Madrid,2025-03-19 17:31:30.284000+01:00 CET Europe/Madrid
9,C076 - Biblioteca Santa Ana en Villaconejos,RETO076,RETOMadrID - Curso de uso básico de ordenador,false,false,false,125,14,25,00:54:23,01:19:49,2025-02-04 13:01:15.820000+01:00 CET Europe/Madrid,2025-02-05 13:51:31.337000+01:00 CET Europe/Madrid
2,C109 - Funadación APASCOVI de Colmenarejo,RETO109,RETOMadrID - Curso de uso básico de ordenador,false,false,false,196,10,24,00:33:54,02:57:32,2025-02-27 14:47:41.661000+01:00 CET Europe/Madrid,2025-03-24 15:47:25.486000+01:00 CET Europe/Madrid
1,C064 - Biblioteca Municipal de Brunete,RETO064,RETOMadrID - Curso de uso básico de ordenador,true,false,true,1030,64,68,09:17:00,14:19:53,2024-11-19 18:12:30.286000+01:00 CET Europe/Madrid,2025-01-21 20:08:33.159000+01:00 CET Europe/Madrid
22,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,true,true,true,652,68,71,06:58:45,10:53:42,2025-02-18 10:08:04.713000+01:00 CET Europe/Madrid,2025-03-12 10:53:03.825000+01:00 CET Europe/Madrid
19,C058 - CEPA San Martín de la Vega,RETO058,RETOMadrID - Curso de uso básico de ordenador,false,false,false,84,6,20,00:24:02,00:46:29,2024-10-07 16:45:02.484000+02:00 CEST Europe/Madrid,2024-10-07 17:31:31.302000+02:00 CEST Europe/Madrid
3,C040 - Residencia de Personas Mayores Jesús del Buen Amor de Griñón,RETO040,RETOMadrID - Curso de uso básico de ordenador,false,false,false,185,30,27,02:08:32,05:01:16,2025-01-22 12:40:03.826000+01:00 CET Europe/Madrid,2025-03-28 10:39:04.792000+01:00 CET Europe/Madrid
7,C000 - Escuela Técnica de Ingenieros Informáticos (UPM) - Almacén,RETO000,RETOMadrID - Curso de uso básico de ordenador,false,false,false,220,2,43,00:24:01,02:30:26,2024-08-20 12:47:54.170000+02:00 CEST Europe/Madrid,2024-11-07 11:54:08.102000+01:00 CET Europe/Madrid
12,C052 - Biblioteca Municipal de Miraflores de la Sierra,RETO052,RETOMadrID - Curso de uso básico de ordenador,true,false,true,1564,66,71,10:50:59,18:21:23,2024-11-04 16:59:05.341000+01:00 CET Europe/Madrid,2024-11-19 17:58:33.087000+01:00 CET Europe/Madrid
18,C058 - CEPA San Martín de la Vega,RETO058,RETOMadrID - Curso de uso básico de ordenador,false,false,false,102,9,18,00:39:31,00:56:02,2024-10-07 16:44:58.279000+02:00 CEST Europe/Madrid,2024-10-07 17:41:00.152000+02:00 CEST Europe/Madrid
1,C034 - Biblioteca Municipal Luis Parra La Casona de Villanueva del Pardillo,RETO034,RETOMadrID - Curso de uso básico de ordenador,true,false,true,1177,54,71,07:00:06,11:47:51,2022-05-25 19:11:56.310000+02:00 CEST Europe/Madrid,2024-10-25 13:12:53.254000+02:00 CEST Europe/Madrid
2,C084 Residencia Virgen del Socorro de Villamanta,RETO084,RETOMadrID - Curso de uso básico de ordenador,false,false,false,311,30,28,02:44:28,05:58:58,2024-12-03 12:54:35.179000+01:00 CET Europe/Madrid,2025-02-19 12:41:50.269000+01:00 CET Europe/Madrid
prueba1,C009 - Casa de la cultura. Pelayos de la presa,RETO009,RETOMadrID - Curso de uso básico de ordenador,false,false,false,29,1,2,00:00:35,00:29:29,2025-02-20 11:40:01.534000+01:00 CET Europe/Madrid,2025-02-20 12:09:30.621000+01:00 CET Europe/Madrid
12,"C008 - Coworking Puerta de la Sierra. Cotos de Monterrey, Venturada",RETO008,RETOMadrID - Curso de uso básico de ordenador,true,false,true,491,66,71,07:37:35,09:35:29,2024-09-26 12:05:14.601000+02:00 CEST Europe/Madrid,2024-10-03 18:32:27.402000+02:00 CEST Europe/Madrid
2,C056 - Centro Cultural la Posada,RETO056,RETOMadrID - Curso de uso básico de ordenador,true,false,true,500,66,71,06:37:38,09:53:40,2024-11-18 14:25:22.405000+01:00 CET Europe/Madrid,2024-12-12 16:58:19.687000+01:00 CET Europe/Madrid
prueba1,C048 - Asamblea Comarcal Cruz Roja de San Lorenzo del Escorial,RETO048,RETOMadrID - Curso de uso básico de ordenador,false,false,false,15,0,1,00:00:39,00:01:47,2025-01-15 14:02:48.184000+01:00 CET Europe/Madrid,2025-01-15 14:04:35.802000+01:00 CET Europe/Madrid
prueba1,"C118 - Biblioteca Municipal ""Padre Rojas"" de Colmenar de Oreja",RETO118,RETOMadrID - Curso de uso básico de ordenador,false,false,false,22,0,2,,00:01:04,2025-03-11 17:04:04.608000+01:00 CET Europe/Madrid,2025-03-11 17:05:08.097000+01:00 CET Europe/Madrid
7,C107 - Ayuntamiento de Daganzo de Arriba,RETO107,RETOMadrID - Curso de uso básico de ordenador,false,false,false,363,30,28,02:05:17,04:20:08,2025-03-10 17:05:44.849000+01:00 CET Europe/Madrid,2025-03-24 18:34:54.968000+01:00 CET Europe/Madrid
prueba2,"C008 - Coworking Puerta de la Sierra. Cotos de Monterrey, Venturada",RETO008,RETOMadrID - Curso de uso básico de ordenador,false,false,false,9,3,0,00:08:28,00:24:33,2024-07-31 18:31:49.966000+02:00 CEST Europe/Madrid,2024-08-01 10:35:08.412000+02:00 CEST Europe/Madrid
prueba1,C061 - Casa de la Cultura de Morata de Tajuña,RETO061,RETOMadrID - Curso de uso básico de ordenador,false,false,false,103,1,13,00:05:22,01:42:31,2025-01-30 14:56:02.508000+01:00 CET Europe/Madrid,2025-03-02 17:52:54.641000+01:00 CET Europe/Madrid
12,C044 - Edificio Escuelas Centro Actividades de Belvis del Jarama,RETO044,RETOMadrID - Curso de uso básico de ordenador,false,false,false,578,26,25,02:19:58,06:49:07,2025-02-12 09:50:13.531000+01:00 CET Europe/Madrid,2025-02-14 11:31:36.728000+01:00 CET Europe/Madrid
12,C095 - Centro de mayores Casablanca de Griñón,RETO095,RETOMadrID - Curso de uso básico de ordenador,false,false,false,3,1,0,00:03:52,00:04:14,2025-03-10 13:52:17.800000+01:00 CET Europe/Madrid,2025-03-10 13:56:31.885000+01:00 CET Europe/Madrid
4,C003 - Biblioteca Municipal en Sevilla la Nueva,RETO003,RETOMadrID - Curso de uso básico de ordenador,true,false,true,560,66,71,05:53:17,07:57:18,2025-02-12 11:49:50.177000+01:00 CET Europe/Madrid,2025-03-03 12:36:34.304000+01:00 CET Europe/Madrid
1,C080 - Biblioteca Pública Municipal de Tielmes,RETO080,RETOMadrID - Curso de uso básico de ordenador,true,false,true,485,65,71,05:06:51,09:27:58,2024-11-12 18:23:26.251000+01:00 CET Europe/Madrid,2025-03-04 12:58:08.903000+01:00 CET Europe/Madrid
